n033	A	b1
phrasing:n003:p0	R	b1
n013	A	b1
group:g3	A	b2
n001	A	b1
n008	A	b2
phrasing:n031:p0	C	b1
phrasing:n031:p0	R	b1
n031	A	b1
phrasing:n032:p0	R	b2
phrasing:n013:p0	R	b1
phrasing:n019:p0	R	b1
group:g1	A	b1
n023	A	b1
phrasing:n033:p0	C	b1
phrasing:n033:p0	R	b1
phrasing:n005:p0	C	b1
e022	A	b2
n003	A	b1
phrasing:n032:p0	C	b2
phrasing:n001:p0	C	b1
phrasing:n023:p0	R	b1
phrasing:n001:p0	R	b1
phrasing:n005:p0	R	b1
phrasing:n008:p0	C	b2
phrasing:n023:p0	C	b1
n019	A	b1
n011	A	b1
phrasing:n013:p0	C	b1
phrasing:n003:p0	C	b1
phrasing:n019:p0	C	b1
n032	A	b2
n005	A	b1
phrasing:n008:p0	R	b2
phrasing:n011:p0	R	b1
phrasing:n011:p0	C	b1
