phrasing:n023:p0	C	b3
phrasing:n005:p0	C	b2
phrasing:n031:p0	C	b1
phrasing:n019:p0	C	b1
phrasing:n002:p0	R	b2
phrasing:n003:p0	C	b1
n003	A	b1
n018	A	b1
phrasing:n018:p0	R	b1
phrasing:n022:p0	R	b1
n005	A	b2
phrasing:n019:p0	R	b1
phrasing:n025:p0	C	b1
n019	A	b1
phrasing:n022:p0	C	b1
e013	A	b1
phrasing:n002:p0	C	b2
phrasing:n033:p0	R	b2
phrasing:n023:p0	R	b3
phrasing:n025:p0	R	b1
phrasing:n014:p0	R	b1
phrasing:n005:p0	R	b2
n022	A	b1
n027	A	b1
n014	A	b1
phrasing:n030:p0	C	b1
n002	A	b2
e001	A	b1
n030	A	b1
phrasing:n009:p0	C	b1
phrasing:n033:p0	C	b2
phrasing:n020:p0	R	b1
n010	A	b2
phrasing:n009:p0	R	b1
phrasing:n031:p0	R	b1
phrasing:n030:p0	R	b1
phrasing:n027:p0	C	b1
n025	A	b1
phrasing:n027:p0	R	b1
phrasing:n003:p0	R	b1
n031	A	b1
phrasing:n014:p0	C	b1
group:g2	A	b1
e004	A	b1
group:g1	A	b1
phrasing:n010:p0	C	b2
n020	A	b1
n009	A	b1
n033	A	b2
n023	A	b3
phrasing:n018:p0	C	b1
phrasing:n010:p0	R	b2
phrasing:n020:p0	C	b1
