phrasing:n031:p0	C	b1
n001	A	b1
phrasing:n003:p0	C	b1
n017	A	b2
n031	A	b1
phrasing:n003:p0	R	b1
phrasing:n002:p0	C	b2
phrasing:n030:p0	R	b2
phrasing:n009:p0	R	b2
n023	A	b1
n009	A	b2
e004	A	b1
phrasing:n028:p0	R	b1
phrasing:n001:p0	R	b1
group:g1	A	b1
n028	A	b1
phrasing:n013:p0	C	b1
phrasing:n030:p0	C	b2
n003	A	b1
phrasing:n009:p0	C	b2
n021	A	b1
phrasing:n023:p0	R	b1
phrasing:n013:p0	R	b1
n013	A	b1
n030	A	b2
e015	A	b1
phrasing:n028:p0	C	b1
phrasing:n010:p0	R	b1
phrasing:n021:p0	R	b1
e009	A	b1
phrasing:n017:p0	R	b2
phrasing:n002:p0	R	b2
phrasing:n017:p0	C	b2
phrasing:n001:p0	C	b1
phrasing:n019:p0	R	b1
phrasing:n023:p0	C	b1
e014	A	b1
phrasing:n021:p0	C	b1
n019	A	b1
phrasing:n031:p0	R	b1
phrasing:n019:p0	C	b1
phrasing:n010:p0	C	b1
n002	A	b2
n010	A	b1
