phrasing:n023:p0	R	b3
phrasing:n002:p0	R	b1
n002	A	b1
phrasing:n016:p0	C	b1
phrasing:n021:p0	R	b1
n005	A	b1
n012	A	b1
e001	A	b1
e010	A	b1
phrasing:n017:p0	C	b1
phrasing:n010:p0	C	b1
phrasing:n005:p0	C	b1
n007	A	b1
phrasing:n012:p0	C	b1
group:g4	A	b1
e008	A	b1
phrasing:n002:p0	C	b1
n015	A	b1
n010	A	b1
n008	A	b2
e006	A	b1
e009	A	b1
phrasing:n016:p0	R	b1
phrasing:n017:p0	R	b1
n021	A	b1
phrasing:n001:p0	C	b1
e014	A	b1
phrasing:n007:p0	C	b1
phrasing:n015:p0	R	b1
phrasing:n015:p0	C	b1
phrasing:n008:p0	C	b2
phrasing:n022:p0	R	b2
phrasing:n008:p0	R	b2
phrasing:n020:p0	C	b1
phrasing:n005:p0	R	b1
phrasing:n014:p0	C	b1
phrasing:n021:p0	C	b1
phrasing:n010:p0	R	b1
phrasing:n034:p0	R	b1
phrasing:n007:p0	R	b1
n006	A	b1
n020	A	b1
phrasing:n001:p0	R	b1
phrasing:n034:p0	C	b1
e022	A	b1
phrasing:n020:p0	R	b1
phrasing:n014:p0	R	b1
n017	A	b1
n014	A	b1
n034	A	b1
n016	A	b1
phrasing:n023:p0	C	b3
n022	A	b2
phrasing:n022:p0	C	b2
phrasing:n006:p0	C	b1
phrasing:n012:p0	R	b1
n023	A	b3
phrasing:n006:p0	R	b1
n001	A	b1
