phrasing:n017:p0	C	b2
phrasing:n025:p0	R	b1
phrasing:n029:p0	R	b1
phrasing:n005:p0	R	b2
phrasing:n013:p0	C	b1
group:g4	A	b1
n018	A	b2
n025	A	b1
phrasing:n025:p0	C	b1
n001	A	b2
phrasing:n023:p0	R	b2
n034	A	b1
n019	A	b2
e003	A	b1
phrasing:n009:p0	R	b1
phrasing:n023:p0	C	b2
n009	A	b1
phrasing:n012:p0	R	b2
phrasing:n003:p0	C	b2
n023	A	b2
phrasing:n019:p0	C	b2
phrasing:n001:p0	R	b2
n029	A	b1
phrasing:n001:p0	C	b2
phrasing:n013:p0	R	b1
e022	A	b3
n017	A	b2
phrasing:n017:p0	R	b2
n012	A	b2
phrasing:n034:p0	R	b1
n013	A	b1
phrasing:n019:p0	R	b2
phrasing:n003:p0	R	b2
phrasing:n029:p0	C	b1
phrasing:n034:p0	C	b1
e009	A	b1
phrasing:n018:p0	R	b2
group:g2	A	b2
phrasing:n009:p0	C	b1
n005	A	b2
e015	A	b1
phrasing:n005:p0	C	b2
n003	A	b2
phrasing:n018:p0	C	b2
phrasing:n012:p0	C	b2
e012	A	b1
