phrasing:n019:p0	R	b2
n009	A	b1
e009	A	b1
phrasing:n030:p0	C	b1
n023	A	b1
phrasing:n028:p0	C	b1
n015	A	b2
e002	A	b1
phrasing:n034:p0	R	b1
phrasing:n022:p0	R	b1
e014	A	b1
n034	A	b1
phrasing:n026:p0	C	b2
n008	A	b2
phrasing:n018:p0	C	b2
phrasing:n026:p0	R	b2
n019	A	b2
phrasing:n023:p0	R	b1
phrasing:n008:p0	R	b2
phrasing:n015:p0	C	b2
phrasing:n028:p0	R	b1
phrasing:n005:p0	R	b2
phrasing:n007:p0	C	b1
n029	A	b2
n005	A	b2
phrasing:n032:p0	R	b1
phrasing:n005:p0	C	b2
phrasing:n015:p0	R	b2
phrasing:n009:p0	R	b1
e022	A	b2
phrasing:n006:p0	R	b2
phrasing:n022:p0	C	b1
phrasing:n006:p0	C	b2
phrasing:n018:p0	R	b2
n007	A	b1
phrasing:n007:p0	R	b1
e013	A	b1
phrasing:n023:p0	C	b1
n018	A	b2
phrasing:n008:p0	C	b2
phrasing:n029:p0	C	b2
n028	A	b1
n010	A	b1
n032	A	b1
n006	A	b2
group:g1	A	b2
e005	A	b1
phrasing:n010:p0	C	b1
group:g2	A	b1
phrasing:n032:p0	C	b1
phrasing:n034:p0	C	b1
e004	A	b1
phrasing:n029:p0	R	b2
phrasing:n010:p0	R	b1
phrasing:n009:p0	C	b1
phrasing:n030:p0	R	b1
n030	A	b1
n026	A	b2
phrasing:n019:p0	C	b2
n022	A	b1
