n011	A	b2
e003	A	b1
n007	A	b1
phrasing:n004:p0	R	b1
n026	A	b1
phrasing:n016:p0	C	b1
phrasing:n020:p0	R	b1
n004	A	b1
n009	A	b1
group:g5	A	b1
phrasing:n020:p0	C	b1
phrasing:n033:p0	R	b2
phrasing:n001:p0	R	b1
phrasing:n003:p0	R	b1
n002	A	b1
phrasing:n007:p0	C	b1
phrasing:n003:p0	C	b1
phrasing:n007:p0	R	b1
phrasing:n011:p0	R	b2
n018	A	b1
e005	A	b1
phrasing:n014:p0	C	b1
phrasing:n023:p0	C	b2
n016	A	b1
phrasing:n029:p0	C	b1
n014	A	b1
e015	A	b1
phrasing:n004:p0	C	b1
phrasing:n033:p0	C	b2
n029	A	b1
n033	A	b2
phrasing:n014:p0	R	b1
phrasing:n024:p0	C	b1
e014	A	b1
phrasing:n016:p0	R	b1
phrasing:n026:p0	R	b1
phrasing:n018:p0	R	b1
phrasing:n011:p0	C	b2
n028	A	b1
n024	A	b1
phrasing:n023:p0	R	b2
phrasing:n026:p0	C	b1
n001	A	b1
phrasing:n001:p0	C	b1
phrasing:n002:p0	R	b1
n023	A	b2
phrasing:n009:p0	R	b1
n003	A	b1
e022	A	b2
phrasing:n002:p0	C	b1
phrasing:n029:p0	R	b1
phrasing:n028:p0	C	b1
n020	A	b1
phrasing:n018:p0	C	b1
phrasing:n024:p0	R	b1
phrasing:n028:p0	R	b1
e006	A	b1
phrasing:n009:p0	C	b1
