phrasing:n025:p0	C	b2
n022	A	b2
n027	A	b1
phrasing:n026:p0	C	b1
phrasing:n022:p0	C	b2
phrasing:n006:p0	C	b1
phrasing:n025:p0	R	b2
n020	A	b1
n013	A	b1
n003	A	b2
n026	A	b1
phrasing:n026:p0	R	b1
phrasing:n009:p0	R	b1
phrasing:n001:p0	R	b2
phrasing:n020:p0	R	b1
phrasing:n003:p0	C	b2
phrasing:n017:p0	R	b1
phrasing:n013:p0	C	b1
phrasing:n027:p0	C	b1
n017	A	b1
phrasing:n003:p0	R	b2
n009	A	b1
phrasing:n006:p0	R	b1
e015	A	b1
phrasing:n024:p0	C	b1
phrasing:n020:p0	C	b1
phrasing:n012:p0	R	b1
n023	A	b1
phrasing:n023:p0	R	b1
n001	A	b2
e013	A	b1
phrasing:n022:p0	R	b2
e003	A	b1
n025	A	b2
e007	A	b1
n024	A	b1
n006	A	b1
phrasing:n009:p0	C	b1
phrasing:n023:p0	C	b1
phrasing:n001:p0	C	b2
phrasing:n024:p0	R	b1
phrasing:n017:p0	C	b1
e022	A	b2
phrasing:n027:p0	R	b1
n012	A	b1
phrasing:n012:p0	C	b1
group:g1	A	b1
phrasing:n013:p0	R	b1
