phrasing:n004:p0	R	b1
phrasing:n021:p0	R	b2
phrasing:n023:p0	C	b2
group:g5	A	b2
phrasing:n005:p0	C	b1
e022	A	b1
n023	A	b2
n022	A	b1
phrasing:n017:p0	R	b2
phrasing:n021:p0	C	b2
phrasing:n004:p0	C	b1
e003	A	b1
e001	A	b1
phrasing:n033:p0	C	b2
phrasing:n027:p0	R	b1
n017	A	b2
n008	A	b1
n021	A	b2
n005	A	b1
phrasing:n027:p0	C	b1
n016	A	b1
phrasing:n032:p0	C	b1
phrasing:n025:p0	R	b1
phrasing:n005:p0	R	b1
n004	A	b1
n033	A	b2
n019	A	b2
phrasing:n022:p0	R	b1
phrasing:n025:p0	C	b1
phrasing:n008:p0	C	b1
e007	A	b1
phrasing:n011:p0	R	b1
phrasing:n022:p0	C	b1
phrasing:n019:p0	R	b2
n011	A	b1
phrasing:n008:p0	R	b1
phrasing:n002:p0	C	b2
phrasing:n017:p0	C	b2
n032	A	b1
n025	A	b1
phrasing:n019:p0	C	b2
phrasing:n011:p0	C	b1
phrasing:n016:p0	R	b1
n026	A	b1
phrasing:n033:p0	R	b2
n002	A	b2
phrasing:n026:p0	C	b1
phrasing:n002:p0	R	b2
n027	A	b1
phrasing:n032:p0	R	b1
e009	A	b1
phrasing:n026:p0	R	b1
phrasing:n023:p0	R	b2
phrasing:n016:p0	C	b1
