phrasing:n017:p0	R	b1
group:g1	A	b1
phrasing:n021:p0	R	b1
phrasing:n030:p0	R	b1
phrasing:n015:p0	R	b1
phrasing:n012:p0	R	b1
phrasing:n030:p0	C	b1
phrasing:n019:p0	C	b2
e010	A	b1
phrasing:n027:p0	R	b2
phrasing:n006:p0	R	b1
phrasing:n024:p0	C	b1
phrasing:n023:p0	R	b3
phrasing:n021:p0	C	b1
phrasing:n019:p0	R	b2
phrasing:n018:p0	R	b2
n023	A	b3
n006	A	b1
phrasing:n033:p0	C	b1
phrasing:n031:p0	R	b1
phrasing:n022:p0	R	b1
phrasing:n031:p0	C	b1
phrasing:n033:p0	R	b1
n012	A	b1
e002	A	b1
phrasing:n018:p0	C	b2
n024	A	b1
phrasing:n027:p0	C	b2
phrasing:n009:p0	R	b2
phrasing:n009:p0	C	b2
phrasing:n010:p0	R	b1
group:g5	A	b1
phrasing:n015:p0	C	b1
phrasing:n006:p0	C	b1
n005	A	b1
n010	A	b1
n018	A	b2
n015	A	b1
e022	A	b1
phrasing:n005:p0	C	b1
phrasing:n017:p0	C	b1
phrasing:n005:p0	R	b1
n032	A	b1
phrasing:n032:p0	R	b1
phrasing:n014:p0	C	b1
n027	A	b2
phrasing:n012:p0	C	b1
n009	A	b2
phrasing:n024:p0	R	b1
phrasing:n022:p0	C	b1
n014	A	b1
n033	A	b1
n030	A	b1
phrasing:n032:p0	C	b1
n031	A	b1
phrasing:n010:p0	C	b1
n021	A	b1
phrasing:n023:p0	C	b3
phrasing:n014:p0	R	b1
n022	A	b1
n019	A	b2
n017	A	b1
