phrasing:n014:p0	R	b1
e002	A	b1
phrasing:n005:p0	R	b2
phrasing:n018:p0	C	b2
phrasing:n006:p0	R	b1
phrasing:n003:p0	R	b1
e012	A	b1
phrasing:n017:p0	C	b1
phrasing:n018:p0	R	b2
n017	A	b1
e006	A	b1
phrasing:n017:p0	R	b1
phrasing:n003:p0	C	b1
n032	A	b2
phrasing:n012:p0	C	b1
phrasing:n006:p0	C	b1
group:g3	A	b1
e010	A	b1
n003	A	b1
phrasing:n032:p0	R	b2
phrasing:n005:p0	C	b2
n023	A	b1
phrasing:n008:p0	C	b1
phrasing:n008:p0	R	b1
phrasing:n023:p0	R	b1
phrasing:n023:p0	C	b1
e008	A	b1
phrasing:n012:p0	R	b1
n005	A	b2
group:g4	A	b1
n014	A	b1
n018	A	b2
phrasing:n014:p0	C	b1
phrasing:n032:p0	C	b2
n006	A	b1
n008	A	b1
e004	A	b1
n012	A	b1
e007	A	b1
