phrasing:n032:p0	C	b1
phrasing:n026:p0	C	b1
n028	A	b1
phrasing:n030:p0	C	b1
n025	A	b1
n029	A	b1
phrasing:n027:p0	C	b1
n030	A	b1
phrasing:n033:p0	R	b2
phrasing:n021:p0	C	b1
phrasing:n032:p0	R	b1
phrasing:n027:p0	R	b1
phrasing:n012:p0	R	b1
phrasing:n012:p0	C	b1
phrasing:n026:p0	R	b1
phrasing:n005:p0	R	b1
group:g3	A	b1
phrasing:n029:p0	R	b1
n023	A	b2
phrasing:n022:p0	R	b1
phrasing:n025:p0	C	b1
n015	A	b1
phrasing:n002:p0	R	b1
phrasing:n021:p0	R	b1
n002	A	b1
e003	A	b1
phrasing:n015:p0	C	b1
phrasing:n028:p0	R	b1
phrasing:n005:p0	C	b1
n022	A	b1
e008	A	b1
phrasing:n025:p0	R	b1
n027	A	b1
e013	A	b1
phrasing:n028:p0	C	b1
phrasing:n023:p0	R	b2
group:g4	A	b1
e010	A	b1
n012	A	b1
n033	A	b2
phrasing:n015:p0	R	b1
n005	A	b1
n021	A	b1
phrasing:n022:p0	C	b1
phrasing:n029:p0	C	b1
group:g5	A	b1
phrasing:n023:p0	C	b2
n026	A	b1
n032	A	b1
e022	A	b1
phrasing:n030:p0	R	b1
phrasing:n033:p0	C	b2
phrasing:n002:p0	C	b1
